candidate_id,pair_id,modeled_entity_name,gene_symbol,origin_summary,recommended_disease,verdict,verdict_label,summary,support,concern,next_step,evidence_scope,source_notes,source_urls,search_log
C384-133,XXSMGPRMXLTPCZ-UHFFFAOYSA-N__CHEMBL3553,hydroxychloroquine,TYK2,敏感疟原虫疟疾治疗/预防；类风湿关节炎、系统性及盘状红斑狼疮,psoriatic arthritis,CONDITIONAL,有条件保留,hydroxychloroquine–TYK2有免疫疾病研究意义，可在构建匹配后少量探索。,本地：结合排序7/384；阳性/阴性近邻相似度 0.22/0.284。命中其他TYK2抑制剂JH2结合研究及联合用药专利；未获得羟氯喹直接TYK2数据。,羟氯喹既有抗炎机制不证明直接TYK2抑制；阴性近邻更近，JH1/JH2不能混用。,先明确所测域及域匹配对照，SPR后验证相应细胞信号方向。,LOCAL_RECORD_AND_WEB_SEARCH_REVIEW,本轮仅读取检索结果摘录/摘要；所列来源仅支持上述命中内容，不代表已经阅读全文或证实本配对。,"[""https://pubmed.ncbi.nlm.nih.gov/37845748/""]","[{""query"": ""hydroxychloroquine TYK2 direct binding inhibitor"", ""source"": ""web search"", ""outcome"": ""命中其他TYK2抑制剂JH2结合研究及联合用药专利；未获得羟氯喹直接TYK2数据。"", ""access_scope"": ""SEARCH_RESULT_EXCERPTS""}]"
C384-134,JQSHBVHOMNKWFT-DTORHVGOSA-N__CHEMBL3535,varenicline,PDE9A,口服戒烟辅助；鼻喷干眼症,restless legs syndrome,DEFER,建议后置,varenicline–PDE9A缺少直接桥梁，建议后置。,本地：结合排序8/384；阳性/阴性近邻相似度 0.178/0.113。检索获得PDE9A其他配体结构及varenicline烟碱受体原始研究，未获本配对实测记录。,烟碱受体作用与PDE9A遗传关联是两条独立证据；低近邻相似性不构成阳性支持。,若PDE9A体系已成熟，可先廉价测cGMP水解抑制，出现可重复效应才提高SPR优先级。,LOCAL_RECORD_AND_WEB_SEARCH_REVIEW,本轮仅读取检索结果摘录/摘要；所列来源仅支持上述命中内容，不代表已经阅读全文或证实本配对。,"[""https://pubmed.ncbi.nlm.nih.gov/20121115/"", ""https://pmc.ncbi.nlm.nih.gov/articles/PMC2874855/""]","[{""query"": ""varenicline PDE9A binding inhibition"", ""source"": ""web search"", ""outcome"": ""检索获得PDE9A其他配体结构及varenicline烟碱受体原始研究，未获本配对实测记录。"", ""access_scope"": ""SEARCH_RESULT_EXCERPTS""}]"
C384-135,ZBMZVLHSJCTVON-UHFFFAOYSA-N__CHEMBL1935,sotalol,ALDH2,已证实危及生命室性心律失常；高度症状AFIB/AFL复发延迟/窦律维持；未证实增生存、不用于低症状或易逆转情形,stroke disorder,DEFER,建议后置,sotalol–ALDH2的卒中假设有疾病依据，但缺少可支持首批投入的直接酶学线索。,本地：结合排序10/384；阳性/阴性近邻相似度 0.274/0.183。检索命中sotalol原β受体结合研究及ALDH2一般抑制研究，未获本配对直接数据。,原β受体/通道药理不能确定ALDH2作用；即使结合也不能推断所需激活或抑制方向。,明确ALDH2参考物、辅因子及活性方向，优先用酶学筛查后决定SPR。,LOCAL_RECORD_AND_WEB_SEARCH_REVIEW,本轮仅读取检索结果摘录/摘要；所列来源仅支持上述命中内容，不代表已经阅读全文或证实本配对。,"[""https://pubmed.ncbi.nlm.nih.gov/2160616/""]","[{""query"": ""sotalol ALDH2 binding inhibition"", ""source"": ""web search"", ""outcome"": ""检索命中sotalol原β受体结合研究及ALDH2一般抑制研究，未获本配对直接数据。"", ""access_scope"": ""SEARCH_RESULT_EXCERPTS""}]"
C384-136,DYLUUSLLRIQKOE-UHFFFAOYSA-N__CHEMBL5145,enasidenib,BRAF,IDH2突变复发难治AML,"chronic myelogenous leukemia, BCR-ABL1 positive",DEFER,建议后置,enasidenib–BRAF应后置，IDH2原机制与BRAF靶向尚未衔接。,本地：结合排序10/384；阳性/阴性近邻相似度 0.286/0.382。本轮返回其他RAF抑制剂研究，未找到可归属于enasidenib–BRAF的直接记录。,阴性近邻明显更近；目标BCR-ABL1阳性白血病不能仅凭BRAF疾病分数认定适用。,先查具体BRAF构建与配对活性，若只见下游通路变化则不升级。,LOCAL_RECORD_AND_WEB_SEARCH_REVIEW,本轮仅读取检索结果摘录/摘要；所列来源仅支持上述命中内容，不代表已经阅读全文或证实本配对。,[],"[{""query"": ""enasidenib BRAF kinase inhibition binding"", ""source"": ""web search"", ""outcome"": ""本轮返回其他RAF抑制剂研究，未找到可归属于enasidenib–BRAF的直接记录。"", ""access_scope"": ""SEARCH_RESULT_EXCERPTS""}]"
C384-137,VWVSBHGCDBMOOT-IIEHVVJPSA-N__CHEMBL3045,desoximetasone,PRKCB,糖皮质激素敏感皮肤病炎症/瘙痒,psoriasis,DEFER,建议后置,desoximetasone–PRKCB主要是原皮肤抗炎用途附近的机制探索，首批价值有限。,本地：结合排序10/384；阳性/阴性近邻相似度 0.158/0.142。检索返回其他PKC抑制剂专利及药物一般资料，没有获得本配对直接实验数据。,糖皮质激素作用不能迁移为PKCβ结合，化学近邻非常弱。,先用域匹配PKCβ活性检测寻找可重复线索，只有直接效应才增加SPR投入。,LOCAL_RECORD_AND_WEB_SEARCH_REVIEW,本轮仅读取检索结果摘录/摘要；所列来源仅支持上述命中内容，不代表已经阅读全文或证实本配对。,[],"[{""query"": ""desoximetasone PRKCB PKC beta inhibition"", ""source"": ""web search"", ""outcome"": ""检索返回其他PKC抑制剂专利及药物一般资料，没有获得本配对直接实验数据。"", ""access_scope"": ""SEARCH_RESULT_EXCERPTS""}]"
C384-138,OJFSXZCBGQGRNV-UHFFFAOYSA-N__CHEMBL2243,carbinoxamine,FAAH,过敏性/血管运动性鼻炎、过敏结膜炎、荨麻疹/血管水肿/皮肤划痕；过敏反应和输血过敏辅助,pharyngitis,DEFER,建议后置,carbinoxamine–FAAH的咽炎连接更像症状/疾病邻接，建议后置。,本地：结合排序11/384；阳性/阴性近邻相似度 0.343/0.343。官方标签摘录支持H1竞争作用；未获得carbinoxamine–FAAH直接证据。,阳阴近邻相同；H1抗组胺作用不提供FAAH直接抑制依据。,在成熟FAAH体系下先检测酶活并校正非特异效应，不因咽炎图谱分高直接做梯度。,LOCAL_RECORD_AND_WEB_SEARCH_REVIEW,本轮仅读取检索结果摘录/摘要；所列来源仅支持上述命中内容，不代表已经阅读全文或证实本配对。,"[""https://dailymed.nlm.nih.gov/dailymed/fda/fdaDrugXsl.cfm?setid=163db29b-f035-6696-e063-6294a90a7e06""]","[{""query"": ""carbinoxamine FAAH inhibition"", ""source"": ""web search"", ""outcome"": ""官方标签摘录支持H1竞争作用；未获得carbinoxamine–FAAH直接证据。"", ""access_scope"": ""SEARCH_RESULT_EXCERPTS""}]"
C384-139,XKLMZUWKNUAPSZ-UHFFFAOYSA-N__CHEMBL279,ranolazine,KDR,慢性心绞痛,systemic mastocytosis,CONDITIONAL,有条件保留,ranolazine–KDR可作跨领域小规模侦察，但不宜宣称已具抗肥大细胞病机制。,本地：结合排序11/384；阳性/阴性近邻相似度 0.365/0.263。原始研究命中ranolazine–钠通道结构；未获KDR直接配对记录。,既有钠通道结构证据不能迁移为KDR激酶结合；TxGNN疾病排名47，疾病链较弱。,只在KDR激酶域和对照已测通时保留，SPR后核对酶活及具体疾病细胞依赖。,LOCAL_RECORD_AND_WEB_SEARCH_REVIEW,本轮仅读取检索结果摘录/摘要；所列来源仅支持上述命中内容，不代表已经阅读全文或证实本配对。,"[""https://pmc.ncbi.nlm.nih.gov/articles/PMC11343317/""]","[{""query"": ""ranolazine KDR VEGFR2 binding inhibition"", ""source"": ""web search"", ""outcome"": ""原始研究命中ranolazine–钠通道结构；未获KDR直接配对记录。"", ""access_scope"": ""SEARCH_RESULT_EXCERPTS""}]"
C384-140,RHWKPHLQXYSBKR-BMIGLBTASA-N__CHEMBL2276,dolutegravir,MAPK8,联合抗逆转录病毒HIV-1治疗；与rilpivirine联合限定病毒抑制成人方案替换,cancer,CONDITIONAL,有条件保留,dolutegravir–MAPK8有抗病毒到肿瘤的新机制侦察价值，保留条件性低成本验证。,本地：结合排序11/384；阳性/阴性近邻相似度 0.33/0.245。检索出现含MAPK8百分比抑制的补充表，但摘录未确认受测化合物身份，因此未采为本配对阴阳性。,cancer过于宽泛；整合酶原机制与JNK1无已核实直接衔接。,先核实检索命中的激酶补充表化合物身份，不将未知化合物的MAPK8结果归给本药；再决定酶学或SPR。,LOCAL_RECORD_AND_WEB_SEARCH_REVIEW,本轮仅读取检索结果摘录/摘要；所列来源仅支持上述命中内容，不代表已经阅读全文或证实本配对。,"[""https://www.frontiersin.org/api/v4/articles/775602/file/Data_Sheet_1.PDF/775602_supplementary-materials_datasheets_1_pdf/1""]","[{""query"": ""dolutegravir MAPK8 JNK1 direct inhibition"", ""source"": ""web search"", ""outcome"": ""检索出现含MAPK8百分比抑制的补充表，但摘录未确认受测化合物身份，因此未采为本配对阴阳性。"", ""access_scope"": ""SEARCH_RESULT_EXCERPTS""}]"
C384-141,HCDMJFOHIXMBOV-UHFFFAOYSA-N__CHEMBL241,pemigatinib,PDE3A,FGFR2重排胆管癌；FGFR1重排髓系/淋巴系肿瘤,thrombotic disease,CONDITIONAL,有条件保留,pemigatinib–PDE3A可作跨家族验证，需先排查监管文件中的离靶筛查。,本地：结合排序11/384；阳性/阴性近邻相似度 0.304/0.2。检索命中EMA离靶评估资料但摘录未含PDE3A结果，尚未确认本配对。,原FGFR药理不提供PDE3A直接证据；血栓疾病关联不说明药物作用方向。,核对监管完整离靶面板是否实际测试PDE3A，随后配套酶活和SPR验证。,LOCAL_RECORD_AND_WEB_SEARCH_REVIEW,本轮仅读取检索结果摘录/摘要；所列来源仅支持上述命中内容，不代表已经阅读全文或证实本配对。,"[""https://www.ema.europa.eu/en/documents/assessment-report/pemazyre-epar-public-assessment-report_en.pdf""]","[{""query"": ""pemigatinib PDE3A inhibition"", ""source"": ""web search"", ""outcome"": ""检索命中EMA离靶评估资料但摘录未含PDE3A结果，尚未确认本配对。"", ""access_scope"": ""SEARCH_RESULT_EXCERPTS""}]"
C384-142,DJXRIQMCROIRCZ-XOEOCAAJSA-N__CHEMBL1994,vibegron,NR3C2,成人OAB及接受BPH药物治疗成年男性OAB；不表示直接缩小前列腺,congestive heart failure,CONDITIONAL,有条件保留,vibegron–NR3C2可在成熟核受体平台有条件保留。,本地：结合排序12/384；阳性/阴性近邻相似度 0.321/0.233。命中vibegron其他受体离靶组织研究，未获得NR3C2直接结合数据。,β3受体激动和MR结合属于不同机制；心衰关联不确定MR激动/拮抗方向。,用MR配体结合域匹配对照；若SPR可重复，再以转录报告确定方向。,LOCAL_RECORD_AND_WEB_SEARCH_REVIEW,本轮仅读取检索结果摘录/摘要；所列来源仅支持上述命中内容，不代表已经阅读全文或证实本配对。,"[""https://pmc.ncbi.nlm.nih.gov/articles/PMC13046687/""]","[{""query"": ""vibegron mineralocorticoid NR3C2 binding"", ""source"": ""web search"", ""outcome"": ""命中vibegron其他受体离靶组织研究，未获得NR3C2直接结合数据。"", ""access_scope"": ""SEARCH_RESULT_EXCERPTS""}]"
C384-143,AHJRHEGDXFFMBM-UHFFFAOYSA-N__CHEMBL286,palbociclib,REN,多种特定HR/HER2及PIK3CA状态乳癌联合/维持治疗，不按乳癌亚型制造跨类,atherosclerosis,DEFER,建议后置,palbociclib–REN从CDK机制跨到肾素，但目前缺少可优先投入的配对证据。,本地：结合排序12/384；阳性/阴性近邻相似度 0.33/0.22。检索命中CDK4/6机制与RAAS联用资料，未获REN直接配对结果。,与RAAS药物联用的临床资料不能解释为palbociclib直接抑制肾素。,先用肾素底物活性读出寻找作用，排除仅CDK通路解释后再升级。,LOCAL_RECORD_AND_WEB_SEARCH_REVIEW,本轮仅读取检索结果摘录/摘要；所列来源仅支持上述命中内容，不代表已经阅读全文或证实本配对。,"[""https://www.cancer.gov/publications/dictionaries/cancer-drug/def/palbociclib""]","[{""query"": ""palbociclib renin REN inhibition"", ""source"": ""web search"", ""outcome"": ""检索命中CDK4/6机制与RAAS联用资料，未获REN直接配对结果。"", ""access_scope"": ""SEARCH_RESULT_EXCERPTS""}]"
C384-144,HTIQEAQVCYTUBX-KRWDZBQOSA-N__CHEMBL261,levamlodipine,CA1,成人及≥6岁高血压降压以降低卒中/心梗等风险；不得把风险管理提到的糖尿病当适应证,open-angle glaucoma,CONDITIONAL,有条件保留,levamlodipine–CA1获得amlodipine近身份原始活性线索，是值得核实的机制验证候选。,本地：结合排序13/384；阳性/阴性近邻相似度 0.385/0.258。原始研究摘要报告amlodipine对CA1体内外活性影响；非levamlodipine直接Kd。,研究为amlodipine，不能未经核对把结果量化转移至左旋实体；CA1活性也不能直接推出青光眼效益。,核对论文受测立体实体和端点；若匹配则重审新颖性，同时做CA1/CA2选择性验证。,LOCAL_RECORD_AND_WEB_SEARCH_REVIEW,本轮仅读取检索结果摘录/摘要；所列来源仅支持上述命中内容，不代表已经阅读全文或证实本配对。,"[""https://pubmed.ncbi.nlm.nih.gov/11061585/""]","[{""query"": ""levamlodipine carbonic anhydrase I inhibition"", ""source"": ""web search"", ""outcome"": ""原始研究摘要报告amlodipine对CA1体内外活性影响；非levamlodipine直接Kd。"", ""access_scope"": ""SEARCH_RESULT_EXCERPTS""}]"
C384-145,WAEXFXRVDQXREF-UHFFFAOYSA-N__CHEMBL4791,vorinostat,ECE1,既往系统治疗后进展/持续/复发CTCL皮肤表现,multiple sclerosis,CONDITIONAL,有条件保留,vorinostat–ECE1具有金属酶跨家族侦察意义，可在对照合格后保留。,本地：结合排序13/384；阳性/阴性近邻相似度 0.306/0.184。检索未获得vorinostat–ECE1直接实验记录，主要返回靶点背景。,HDAC抑制机制不能证明ECE1直接结合；多发性硬化共同疾病分数较弱，金属相关非特异效应需排查。,先核对ECE1催化构建与金属条件，配套酶活及其他金属酶反筛解释SPR信号。,LOCAL_RECORD_AND_WEB_SEARCH_REVIEW,本轮仅读取检索结果摘录/摘要；所列来源仅支持上述命中内容，不代表已经阅读全文或证实本配对。,[],"[{""query"": ""vorinostat ECE1 endothelin converting enzyme inhibition"", ""source"": ""web search"", ""outcome"": ""检索未获得vorinostat–ECE1直接实验记录，主要返回靶点背景。"", ""access_scope"": ""SEARCH_RESULT_EXCERPTS""}]"
C384-146,SGUAFYQXFOLMHL-UHFFFAOYSA-N__CHEMBL261,labetalol,CA1,高血压/严重高血压控制；风险管理中的糖尿病等不是本药适应症,open-angle glaucoma,CONDITIONAL,有条件保留,labetalol–CA1可作为眼病跨领域的补充验证，不属于高置信直接结合。,本地：结合排序14/384；阳性/阴性近邻相似度 0.349/0.284。本轮未取得本药–CA1可归属直接记录；其他CA抑制剂研究不作本药证据。,邻近降压药的CA活性不能替代本药数据；青光眼疾病链也未证明CA1选择性价值。,在CA1参考对照测通后小规模初筛，并与CA2/CA7比较；信号缺乏选择性则后置。,LOCAL_RECORD_AND_WEB_SEARCH_REVIEW,本轮仅读取检索结果摘录/摘要；所列来源仅支持上述命中内容，不代表已经阅读全文或证实本配对。,[],"[{""query"": ""labetalol carbonic anhydrase I inhibition"", ""source"": ""web search"", ""outcome"": ""本轮未取得本药–CA1可归属直接记录；其他CA抑制剂研究不作本药证据。"", ""access_scope"": ""SEARCH_RESULT_EXCERPTS""}]"
C384-147,YIBOMRUWOWDFLG-ONEGZZNKSA-N__CHEMBL4179,rilpivirine,MAPK9,符合初治/病毒载量≤100000条件HIV1联合ARV；稳定病毒抑制者与cabotegravir短期口服联合；年龄体重及无耐药/失败条件依剂型,cancer,DEFER,建议后置,rilpivirine–MAPK9主要依赖计算癌症桥接，建议后置至直接酶学线索出现。,本地：结合排序15/384；阳性/阴性近邻相似度 0.319/0.253。检索未获得rilpivirine–MAPK9直接实验命中。,逆转录酶药理不能解释JNK2结合，cancer未细分且同药多个MAPK候选可能重复消耗。,先以JNK1/JNK2活性小面板区分，再选择一个有重复效应的构建做梯度。,LOCAL_RECORD_AND_WEB_SEARCH_REVIEW,本轮仅读取检索结果摘录/摘要；所列来源仅支持上述命中内容，不代表已经阅读全文或证实本配对。,[],"[{""query"": ""rilpivirine JNK2 MAPK9 inhibition"", ""source"": ""web search"", ""outcome"": ""检索未获得rilpivirine–MAPK9直接实验命中。"", ""access_scope"": ""SEARCH_RESULT_EXCERPTS""}]"
