排序,小分子药物名称,新靶点名称,当前实验建议,需先确认的事项,评价理由,pair_id,A药内排名_384,B药内排名_384,共识Top20组合,至少一个AB药内Top20,安排复核建议_未更改实验表
375,fenofibric acid,CYP19A1 — Aromatase,有证据支持降低投入,先核实际药物结构与CYP19A1构建，若研究直接抑制则明确属于机制探索，不以治疗骨质疏松为理由放行。,choline fenofibrate–CYP19A1有PPARα依赖表达下降并伴骨密度下降的动物线索，降低骨质疏松投资理由；不证明酸实体直接不结合。,MQOBSOSZFYZQOK-UHFFFAOYSA-N__CHEMBL1978,35,97,A和B均未进Top20,False,先核降低投入的原始依据，再决定后置或替换
376,avanafil,"PDE9A — High affinity cGMP-specific 3',5'-cyclic phosphodiesterase 9A",有证据支持降低投入,先核验原始11种PDE面板的PDE9条件；仅在提出不同位点/非催化结合假设时再投入SPR。,avanafil–PDE9A标签记录PDE5相对PDE9超过10000倍选择性，支持降低有效PDE9抑酶投入；不等于绝对无结合。,WEAJZXNPAWBCOA-INIZCTEOSA-N__CHEMBL3535,103,245,A和B均未进Top20,False,先核降低投入的原始依据，再决定后置或替换
377,riluzole,MAOB — Amine oxidase [flavin-containing] B,有证据支持降低投入,核对TableS3母药MAOB浓度；保留时定义选择性复核。,利鲁唑母药偏MAOA而非MAOB的既有线索支持降低MAOB首批投入，尚未拿到确切MAOB阴性界限。,FTALBRSUTCGOEG-UHFFFAOYSA-N__CHEMBL2039,5,21,仅A在Top20,True,先核降低投入的原始依据，再决定后置或替换
378,dexmethylphenidate,AKT3 — RAC-gamma serine/threonine-protein kinase,有证据支持降低投入,先核实疾病边类型与所需方向，使用dexmethylphenidate而非前药；无直接AKT3证据不优先。,dexmethylphenidate–AKT3失眠治疗解释有原睡眠研究风险线索相冲突，降低该疾病用途投入；并非证明纯AKT3不能结合。,DUGOZIWVEXMGBE-CHWSQXEVSA-N__CHEMBL4816,252,362,A和B均未进Top20,False,先核降低投入的原始依据，再决定后置或替换
379,efavirenz,AR — Androgen receptor,有证据支持降低投入,若保留定义AR机制研究，不能将表达变化或ER作用当AR结合。,依非韦伦前列腺癌II期未达主要终点，支持降低该疾病转化投入；不是AR直接阴性。,XPOQHMRABVBWPR-ZDUSSCGKSA-N__CHEMBL1871,47,32,A和B均未进Top20,False,先核降低投入的原始依据，再决定后置或替换
380,avanafil,"PDE4D — 3',5'-cyclic-AMP phosphodiesterase 4D",有证据支持降低投入,核对PDE4亚型构建和浓度范围后决定弱活动复核。,阿伐那非标签PDE5较PDE4效力高逾千倍，为弱交叉活性的反向线索；PDE4D具体覆盖未定。,WEAJZXNPAWBCOA-INIZCTEOSA-N__CHEMBL288,138,219,A和B均未进Top20,False,先核降低投入的原始依据，再决定后置或替换
381,metformin,JAK2 — Tyrosine-protein kinase JAK2,有证据支持降低投入,将本对后置；先核MRC构建与本次是否一致，若只追直接抑制且条件相近，避免重复投入。,metformin–JAK2已有直接数据库100µM剩余85±3%、250µM剩余73±5%活性，不支持强抑酶投入；仍不能据此否定非抑制性SPR结合。,XZWYZXLIPXDOLR-UHFFFAOYSA-N__CHEMBL2971,242,151,A和B均未进Top20,False,先核降低投入的原始依据，再决定后置或替换
382,deutetrabenazine,COMT — Catechol O-methyltransferase,有证据支持降低投入,若做仅定义COMT机制探索；母药/代谢体明确后再评原机制冲突。,氘代丁苯那嗪VMAT2抑制与帕金森多巴胺不足存在方向冲突，支持降低疾病转化优先级；不是COMT阴性。,MKJIEFSOBYUXJB-WEZHFFAMSA-N__CHEMBL2023,118,96,A和B均未进Top20,False,先核降低投入的原始依据，再决定后置或替换
383,morphine,CA2 — Carbonic anhydrase 2,有证据支持降低投入,确认历史实验浓度，定义为弱活性复核或正交结合验证。,吗啡–CA2已有弱酶抑制，降低高效全新候选定位下的投入，并非完全不能测。,BQJCRHHNABKAKU-KBQPJGBKSA-N__CHEMBL205,39,71,A和B均未进Top20,False,先核降低投入的原始依据，再决定后置或替换
384,duloxetine,ACHE — Acetylcholinesterase,有证据支持降低投入,核对原人AChE浓度和端点，按AChE/BChE选择性复核定位。,度洛西汀AChE已有低抑制/弱活动线索，强效属于BChE，支持降低全新强AChE候选投入。,ZEUITGRIYCTCEM-KRWDZBQOSA-N__CHEMBL220,258,268,A和B均未进Top20,False,先核降低投入的原始依据，再决定后置或替换
